created_at,date,id,tweet_on_twitter,full_text,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,quoted_status,user,place,contributors,retweeted_status,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,favorite_count,lang,URL_link,topics,narratives,source_bias
2020-03-12 23:41:44+00:01,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Cure,Natural Oils/Herbs,not available
2020-03-12 23:41:44+00:02,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Prevention,Prevention: Social Distancing,not available
2020-03-12 23:41:44+00:03,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Cure,Asteroid Hitting Earth,not available
2020-03-12 23:41:44+00:04,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Cure,Cocaine,not available
2020-03-12 23:41:44+00:05,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Cure,Religion,not available
2020-03-12 23:41:44+00:06,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Cure,Hot Air/Steam,not available
2020-03-12 23:41:44+00:07,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Cure,Inject Disinfectants,not available
2020-03-12 23:41:44+00:08,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Cure,Llamas,not available
2020-03-12 23:41:44+00:09,2020-03-12,0,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Origin,Wuhan Lab,not available
2020-03-13 00:03:23+00:00,2020-03-13,1.24E+18,https://twitter.com/dumbfoundead/status/1238254292680785923,if this dude don’t get his dirty greedy hands off my screen https://t.co/m2p8i2bejs,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/M2p8i2bejS', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364', 'display_url': 'twitter.com/RightWingWatch…', 'indices': [60, 83]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'created_at': 'Thu Mar 12 14:30:24 +0000 2020', 'id': 1238110096334479364, 'id_str': '1238110096334479364', 'full_text': 'Kenneth Copeland healed viewers of the coronavirus through their televisions last night. https://t.co/8lwHufTIy4', 'truncated': False, 'display_text_range': [0, 88], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1238109837180928002, 'id_str': '1238109837180928002', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'url': 'https://t.co/8lwHufTIy4', 'display_url': 'pic.twitter.com/8lwHufTIy4', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1238109837180928002, 'id_str': '1238109837180928002', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'url': 'https://t.co/8lwHufTIy4', 'display_url': 'pic.twitter.com/8lwHufTIy4', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 89833, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/480x270/W5_bykjN_Kb8TYWZ.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/1280x720/dz1UE5oQhihRRmJy.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/640x360/VpefWrMkE1c7eAKQ.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/pl/6NH78nDcjwDJWSOA.m3u8?tag=10'}]}, 'ext_alt_text': None, 'additional_media_info': {'monetizable': False}}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 17376893, 'id_str': '17376893', 'name': 'Right Wing Watch', 'screen_name': 'RightWingWatch', 'location': 'Washington, DC', 'description': 'A project of People For the American Way that monitors and exposes the activities of Radical Right political organizations.', 'url': 'http://t.co/ZGh1fcYY5h', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZGh1fcYY5h', 'expanded_url': 'http://www.rightwingwatch.org', 'display_url': 'rightwingwatch.org', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 174093, 'friends_count': 431, 'listed_count': 2436, 'created_at': 'Fri Nov 14 00:48:13 +0000 2008', 'favourites_count': 2, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 42302, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/871766488767713281/UdidsRE9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/871766488767713281/UdidsRE9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17376893/1399322749', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': 'B81F24', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 9140, 'favorite_count': 22719, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}","{'id': 20646945, 'id_str': '20646945', 'name': 'dumbfoundead', 'screen_name': 'dumbfoundead', 'location': 'Koreatown, Los Angeles', 'description': 'yikes', 'url': 'https://t.co/26CM3G6u1b', 'entities': {'url': {'urls': [{'url': 'https://t.co/26CM3G6u1b', 'expanded_url': 'http://www.instagram.com/dumbfoundead', 'display_url': 'instagram.com/dumbfoundead', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 147374, 'friends_count': 1737, 'listed_count': 1150, 'created_at': 'Thu Feb 12 01:51:33 +0000 2009', 'favourites_count': 8654, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 5079, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/939314416335466496/et3DUFQM_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/939314416335466496/et3DUFQM_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/20646945/1498529815', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '9DCF32', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'E3E3E3', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}","{'id': '3b77caf94bfc81fe', 'url': 'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', 'place_type': 'city', 'name': 'Los Angeles', 'full_name': 'Los Angeles, CA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]}, 'attributes': {}}",,,TRUE,1.24E+18,1.24E+18,"{'url': 'https://t.co/M2p8i2bejS', 'expanded': 'https://twitter.com/RightWingWatch/status/1238110096334479364', 'display': 'twitter.com/RightWingWatch…'}",128,923,en,https://twitter.com/RightWingWatch/status/1238110096334479364,Cure,Religion,Right
2020-03-13 01:53:09+00:00,2020-03-13,1.24E+18,https://twitter.com/wadelanthony/status/1238281916379541504,but then there’s this @dadorq https://t.co/ksxw5scrpe,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DaDorq', 'name': '(((Black Hole Son)))', 'id': 2439112543, 'id_str': '2439112543', 'indices': [22, 29]}], 'urls': [{'url': 'https://t.co/kSXw5ScrPe', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364', 'display_url': 'twitter.com/RightWingWatch…', 'indices': [30, 53]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'created_at': 'Thu Mar 12 14:30:24 +0000 2020', 'id': 1238110096334479364, 'id_str': '1238110096334479364', 'full_text': 'Kenneth Copeland healed viewers of the coronavirus through their televisions last night. https://t.co/8lwHufTIy4', 'truncated': False, 'display_text_range': [0, 88], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1238109837180928002, 'id_str': '1238109837180928002', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'url': 'https://t.co/8lwHufTIy4', 'display_url': 'pic.twitter.com/8lwHufTIy4', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1238109837180928002, 'id_str': '1238109837180928002', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'url': 'https://t.co/8lwHufTIy4', 'display_url': 'pic.twitter.com/8lwHufTIy4', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 89833, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/480x270/W5_bykjN_Kb8TYWZ.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/1280x720/dz1UE5oQhihRRmJy.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/640x360/VpefWrMkE1c7eAKQ.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/pl/6NH78nDcjwDJWSOA.m3u8?tag=10'}]}, 'ext_alt_text': None, 'additional_media_info': {'monetizable': False}}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 17376893, 'id_str': '17376893', 'name': 'Right Wing Watch', 'screen_name': 'RightWingWatch', 'location': 'Washington, DC', 'description': 'A project of People For the American Way that monitors and exposes the activities of Radical Right political organizations.', 'url': 'http://t.co/ZGh1fcYY5h', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZGh1fcYY5h', 'expanded_url': 'http://www.rightwingwatch.org', 'display_url': 'rightwingwatch.org', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 173922, 'friends_count': 431, 'listed_count': 2430, 'created_at': 'Fri Nov 14 00:48:13 +0000 2008', 'favourites_count': 2, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 42272, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/871766488767713281/UdidsRE9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/871766488767713281/UdidsRE9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17376893/1399322749', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': 'B81F24', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 9154, 'favorite_count': 22747, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}","{'id': 175854984, 'id_str': '175854984', 'name': 'wade l anthony', 'screen_name': 'wadelanthony', 'location': 'Fort Worth Texas', 'description': '', 'url': 'https://t.co/PsrbXxtpql', 'entities': {'url': {'urls': [{'url': 'https://t.co/PsrbXxtpql', 'expanded_url': 'http://braves.com', 'display_url': 'braves.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 101, 'friends_count': 506, 'listed_count': 3, 'created_at': 'Sat Aug 07 20:33:18 +0000 2010', 'favourites_count': 1465, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 4489, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/678725016377135104/ufXU7TR7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/678725016377135104/ufXU7TR7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/175854984/1592915060', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}","{'id': '42e46bc3663a4b5f', 'url': 'https://api.twitter.com/1.1/geo/id/42e46bc3663a4b5f.json', 'place_type': 'city', 'name': 'Fort Worth', 'full_name': 'Fort Worth, TX', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-97.538285, 32.569477], [-97.033542, 32.569477], [-97.033542, 32.990456], [-97.538285, 32.990456]]]}, 'attributes': {}}",,,TRUE,1.24E+18,1.24E+18,"{'url': 'https://t.co/kSXw5ScrPe', 'expanded': 'https://twitter.com/RightWingWatch/status/1238110096334479364', 'display': 'twitter.com/RightWingWatch…'}",0,1,en,https://twitter.com/RightWingWatch/status/1238110096334479364,Cure,Religion,Right
2020-03-13 04:54:44+00:00,2020-03-13,1.24E+18,https://twitter.com/Artdepartment_/status/1238327614080761862,americans 🤣 https://t.co/nwj5uqc5c3,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Nwj5uqc5c3', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364', 'display_url': 'twitter.com/RightWingWatch…', 'indices': [12, 35]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'created_at': 'Thu Mar 12 14:30:24 +0000 2020', 'id': 1238110096334479364, 'id_str': '1238110096334479364', 'full_text': 'Kenneth Copeland healed viewers of the coronavirus through their televisions last night. https://t.co/8lwHufTIy4', 'truncated': False, 'display_text_range': [0, 88], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1238109837180928002, 'id_str': '1238109837180928002', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'url': 'https://t.co/8lwHufTIy4', 'display_url': 'pic.twitter.com/8lwHufTIy4', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1238109837180928002, 'id_str': '1238109837180928002', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1238109837180928002/pu/img/DgfVkGTOLPzJhCc9.jpg', 'url': 'https://t.co/8lwHufTIy4', 'display_url': 'pic.twitter.com/8lwHufTIy4', 'expanded_url': 'https://twitter.com/RightWingWatch/status/1238110096334479364/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 89833, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/480x270/W5_bykjN_Kb8TYWZ.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/1280x720/dz1UE5oQhihRRmJy.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/vid/640x360/VpefWrMkE1c7eAKQ.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1238109837180928002/pu/pl/6NH78nDcjwDJWSOA.m3u8?tag=10'}]}, 'ext_alt_text': None, 'additional_media_info': {'monetizable': False}}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 17376893, 'id_str': '17376893', 'name': 'Right Wing Watch', 'screen_name': 'RightWingWatch', 'location': 'Washington, DC', 'description': 'A project of People For the American Way that monitors and exposes the activities of Radical Right political organizations.', 'url': 'http://t.co/ZGh1fcYY5h', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZGh1fcYY5h', 'expanded_url': 'http://www.rightwingwatch.org', 'display_url': 'rightwingwatch.org', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 174102, 'friends_count': 431, 'listed_count': 2436, 'created_at': 'Fri Nov 14 00:48:13 +0000 2008', 'favourites_count': 2, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 42302, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/871766488767713281/UdidsRE9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/871766488767713281/UdidsRE9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17376893/1399322749', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': 'B81F24', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 9141, 'favorite_count': 22720, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}","{'id': 887527773505507332, 'id_str': '887527773505507332', 'name': 'Art #BLM🖤', 'screen_name': 'Artdepartment_', 'location': 'South Africa', 'description': ""Content Creator for @400Elite | https://t.co/6H1j2mOwWU | Documenting life | Time magazine's Person of the Year 2006 | ArtdepartmentCreates@gmail.co"", 'url': 'https://t.co/6H1j2mOwWU', 'entities': {'url': {'urls': [{'url': 'https://t.co/6H1j2mOwWU', 'expanded_url': 'http://www.Twitch.tv/Artdepartment_', 'display_url': 'Twitch.tv/Artdepartment_', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/6H1j2mOwWU', 'expanded_url': 'http://www.Twitch.tv/Artdepartment_', 'display_url': 'Twitch.tv/Artdepartment_', 'indices': [32, 55]}]}}, 'protected': False, 'followers_count': 589, 'friends_count': 522, 'listed_count': 4, 'created_at': 'Wed Jul 19 04:21:25 +0000 2017', 'favourites_count': 10480, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 20692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1260241772535578624/e48JWg3C_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1260241772535578624/e48JWg3C_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/887527773505507332/1591331797', 'profile_image_extensions_alt_text': None, 'profile_banner_extensions_alt_text': None, 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}","{'id': 'e564d30dc173d2a8', 'url': 'https://api.twitter.com/1.1/geo/id/e564d30dc173d2a8.json', 'place_type': 'city', 'name': 'Johannesburg', 'full_name': 'Johannesburg, South Africa', 'country_code': 'ZA', 'country': 'South Africa', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[27.7518557, -26.5126489], [28.1843404, -26.5126489], [28.1843404, -26.0396281], [27.7518557, -26.0396281]]]}, 'attributes': {}}",,,TRUE,1.24E+18,1.24E+18,"{'url': 'https://t.co/Nwj5uqc5c3', 'expanded': 'https://twitter.com/RightWingWatch/status/1238110096334479364', 'display': 'twitter.com/RightWingWatch…'}",0,1,en,https://twitter.com/RightWingWatch/status/1238110096334479364,Cure,Religion,Right
